no_topics,min_df,max_df,alpha,eta,c_v
8.0,0.08,0.47000000000000003,0.23,0.3,0.3432230607486983
14.0,0.02,0.3,0.27,0.12,0.3479612075026216
3.0,0.08,0.34,0.22,0.07,0.3229373981193409
5.0,0.09,0.33,0.15,0.14,0.3358685068984248
8.0,0.09,0.16,0.11,0.17,0.2703853812382278
15.0,0.1,0.41000000000000003,0.15,0.03,0.3130144126428405
2.0,0.06,0.27,0.18,0.24,0.34031182262199877
12.0,0.05,0.31,0.48,0.23,0.3280211643778978
2.0,0.01,0.26,0.16,0.27,0.2540121223374553
3.0,0.01,0.16,0.34,0.09,0.332132140908475
8.0,0.08,0.16,0.26,0.08,0.31601973076742373
10.0,0.1,0.3,0.32,0.18,0.2929051392127454
5.0,0.1,0.12,0.15,0.13,0.26943596007696224
10.0,0.02,0.43,0.14,0.18,0.30716356700547975
13.0,0.04,0.45,0.36,0.08,0.31538219956994734
9.0,0.09,0.39,0.04,0.01,0.297819636495699
8.0,0.09,0.26,0.31,0.16,0.3065622130809649
14.0,0.06,0.21,0.11,0.06,0.3237269060842986
11.0,0.1,0.14,0.26,0.06,0.2619376158117958
7.0,0.04,0.49,0.14,0.21,0.3343028398521422
9.0,0.04,0.42,0.07,0.1,0.317496691583179
8.0,0.01,0.36,0.26,0.12,0.29503491875844556
11.0,0.04,0.47000000000000003,0.19,0.17,0.3395848780290514
4.0,0.06,0.14,0.31,0.28,0.2662928883868386
11.0,0.06,0.27,0.17,0.19,0.3284375038899126
6.0,0.02,0.47000000000000003,0.42,0.03,0.34432766784540964
12.0,0.02,0.36,0.14,0.01,0.35887219891727606
5.0,0.06,0.42,0.49,0.05,0.3379002584785713
6.0,0.02,0.29,0.26,0.05,0.3141282999709999
4.0,0.01,0.43,0.42,0.18,0.30350519577828516
10.0,0.07,0.28,0.33,0.29,0.3163248318648644
2.0,0.01,0.45,0.46,0.28,0.32805515511940764
7.0,0.01,0.31,0.21,0.1,0.3420582938145536
3.0,0.09,0.42,0.44,0.17,0.32487519611865096
5.0,0.02,0.2,0.11,0.07,0.33797056283526355
14.0,0.07,0.17,0.05,0.06,0.3105783643854675
13.0,0.07,0.13,0.09,0.09,0.301439992200128
6.0,0.04,0.31,0.46,0.25,0.30422061383297594
8.0,0.1,0.31,0.03,0.2,0.3008603971726016
9.0,0.1,0.31,0.18,0.08,0.2873392127929586
10.0,0.08,0.18,0.48,0.05,0.28695544922516136
2.0,0.07,0.47000000000000003,0.02,0.19,0.32718455866623697
9.0,0.06,0.32,0.46,0.22,0.3425263427309251
4.0,0.08,0.3,0.24,0.28,0.34768168688985474
8.0,0.08,0.2,0.33,0.23,0.2865728737567304
11.0,0.03,0.38,0.37,0.27,0.3389214639161281
4.0,0.04,0.39,0.36,0.16,0.3120593492070359
15.0,0.03,0.5,0.28,0.25,0.3616270527326135
9.0,0.07,0.24,0.17,0.1,0.30306588506730137
2.0,0.08,0.37,0.01,0.06,0.3269590458644357
8.0,0.08,0.14,0.11,0.24,0.2937438566607835
5.0,0.05,0.21,0.48,0.02,0.29495598536651996
14.0,0.02,0.48,0.19,0.2,0.3547312164398574
4.0,0.09,0.41000000000000003,0.21,0.1,0.29489537049703596
11.0,0.08,0.47000000000000003,0.46,0.29,0.3349516790789428
4.0,0.1,0.44,0.42,0.14,0.2887202545471787
8.0,0.03,0.36,0.3,0.08,0.3356742174327113
13.0,0.09,0.46,0.19,0.05,0.3356604155941932
14.0,0.02,0.34,0.03,0.21,0.34905855154421933
7.0,0.05,0.3,0.16,0.15,0.3170785610551882
12.0,0.08,0.49,0.5,0.22,0.3323095098341163
2.0,0.05,0.22,0.02,0.08,0.28256804108066064
4.0,0.01,0.27,0.3,0.1,0.2831903660820758
8.0,0.04,0.22,0.35000000000000003,0.1,0.2980966090595556
13.0,0.04,0.43,0.45,0.29,0.3160322028836283
2.0,0.04,0.3,0.27,0.28,0.30670333310970244
13.0,0.07,0.32,0.13,0.25,0.330328400347185
4.0,0.07,0.22,0.04,0.2,0.2952122717312452
14.0,0.08,0.11,0.38,0.11,0.23961117992845907
15.0,0.07,0.21,0.23,0.11,0.31956627155800077
14.0,0.02,0.39,0.27,0.23,0.32298649666330886
10.0,0.02,0.37,0.22,0.26,0.33472274499766924
9.0,0.03,0.4,0.29,0.04,0.3415640060334941
15.0,0.09,0.26,0.43,0.25,0.2930561024069197
15.0,0.02,0.28,0.43,0.3,0.29546974466902004
5.0,0.05,0.5,0.44,0.03,0.34432846738453415
10.0,0.1,0.42,0.33,0.21,0.3221895478579646
14.0,0.03,0.14,0.19,0.11,0.322339504695852
11.0,0.07,0.17,0.06,0.09,0.3232512354435822
2.0,0.09,0.21,0.44,0.03,0.31821075829583256
12.0,0.07,0.27,0.21,0.3,0.30705418341652524
12.0,0.03,0.45,0.49,0.17,0.3340408799414459
10.0,0.01,0.25,0.37,0.09,0.3151998691575619
14.0,0.02,0.31,0.5,0.05,0.3014855740950796
11.0,0.02,0.15,0.35000000000000003,0.3,0.3085858619670628
5.0,0.08,0.34,0.4,0.03,0.31987367086919116
8.0,0.09,0.47000000000000003,0.2,0.29,0.33340132287044344
12.0,0.01,0.24,0.4,0.05,0.33030801901189294
4.0,0.08,0.39,0.13,0.14,0.315543693446722
10.0,0.07,0.29,0.44,0.29,0.32065085888220274
7.0,0.02,0.26,0.22,0.16,0.3337481991483636
9.0,0.04,0.46,0.07,0.28,0.3473685711952372
7.0,0.05,0.24,0.18,0.07,0.29606566164497883
6.0,0.02,0.2,0.07,0.05,0.3842057299130364
6.0,0.01,0.11,0.09,0.03,0.26663221641285684
11.0,0.03,0.39,0.48,0.27,0.3293737149400686
15.0,0.06,0.32,0.16,0.11,0.34379094035032676
2.0,0.04,0.13,0.45,0.06,0.2766523699934886
11.0,0.08,0.31,0.15,0.21,0.32529354779833586
15.0,0.07,0.17,0.02,0.08,0.31937241922026455
11.0,0.07,0.31,0.03,0.19,0.31856959052897893
3.0,0.03,0.26,0.1,0.29,0.2729294700868817
2.0,0.04,0.26,0.13,0.2,0.2860333673950374
13.0,0.1,0.42,0.22,0.12,0.3163628891344228
11.0,0.09,0.32,0.05,0.24,0.33557458126296397
15.0,0.09,0.46,0.03,0.28,0.33776403995136517
9.0,0.1,0.24,0.43,0.05,0.2955504915630469
5.0,0.07,0.39,0.48,0.27,0.3266000673125318
12.0,0.05,0.25,0.28,0.16,0.3166321030055309
6.0,0.05,0.11,0.35000000000000003,0.2,0.2747651004848076
4.0,0.07,0.48,0.31,0.09,0.3313922841751904
3.0,0.1,0.46,0.4,0.02,0.3147926681974
3.0,0.08,0.45,0.02,0.25,0.32478198734074337
15.0,0.07,0.46,0.12,0.27,0.35645923750061154
5.0,0.02,0.36,0.22,0.09,0.31427968505321296
12.0,0.1,0.17,0.18,0.23,0.28882667469555867
2.0,0.02,0.49,0.3,0.2,0.30726317015326843
6.0,0.07,0.42,0.2,0.18,0.3143304205223629
3.0,0.07,0.33,0.22,0.24,0.28985241734587336
3.0,0.05,0.24,0.43,0.01,0.28086552970707385
14.0,0.1,0.4,0.5,0.08,0.31033956226479764
3.0,0.1,0.45,0.33,0.21,0.30714419187791314
15.0,0.08,0.23,0.38,0.16,0.2957605574666117
10.0,0.01,0.47000000000000003,0.25,0.09,0.3442872609990383
2.0,0.07,0.38,0.09,0.24,0.30924669578974406
4.0,0.1,0.36,0.23,0.15,0.34583224204077534
15.0,0.04,0.5,0.38,0.19,0.3299210152398541
6.0,0.05,0.14,0.23,0.12,0.30277565922171124
5.0,0.06,0.11,0.31,0.2,0.2556829880510183
14.0,0.02,0.26,0.09,0.15,0.32002990302012435
7.0,0.04,0.28,0.27,0.06,0.32980058342830737
15.0,0.09,0.19,0.07,0.16,0.28815489557774127
7.0,0.01,0.29,0.22,0.01,0.2907003549654171
12.0,0.02,0.29,0.29,0.09,0.32885204950654595
14.0,0.05,0.4,0.02,0.17,0.31161772029885315
6.0,0.04,0.47000000000000003,0.48,0.23,0.315783544590245
6.0,0.08,0.21,0.17,0.17,0.3191640894065895
15.0,0.1,0.44,0.25,0.15,0.3125178486954781
4.0,0.04,0.44,0.33,0.04,0.3087749675487988
5.0,0.07,0.36,0.09,0.04,0.2812886217385149
5.0,0.01,0.13,0.49,0.12,0.326639726547705
12.0,0.1,0.36,0.41000000000000003,0.25,0.3124794563920818
5.0,0.02,0.24,0.07,0.22,0.29611692822036617
11.0,0.07,0.42,0.08,0.06,0.32854803334358607
15.0,0.02,0.19,0.3,0.21,0.2842375557866132
6.0,0.05,0.45,0.34,0.18,0.32405693867547763
6.0,0.1,0.33,0.36,0.29,0.28774033529140725
4.0,0.05,0.47000000000000003,0.06,0.24,0.37037433934915875
11.0,0.01,0.3,0.35000000000000003,0.15,0.33048113778136984
15.0,0.05,0.26,0.32,0.11,0.32629441043351254
2.0,0.08,0.34,0.33,0.2,0.3269590458644358
13.0,0.03,0.15,0.03,0.07,0.32564358298798435
8.0,0.06,0.17,0.18,0.16,0.30093955228190783
2.0,0.09,0.16,0.49,0.29,0.25575481945865275
14.0,0.05,0.23,0.41000000000000003,0.03,0.3130758174739169
10.0,0.08,0.35000000000000003,0.5,0.05,0.31415503692828844
13.0,0.03,0.35000000000000003,0.33,0.29,0.3399195013893714
5.0,0.03,0.34,0.26,0.24,0.34109960952913715
5.0,0.07,0.26,0.03,0.02,0.30833912007478503
9.0,0.05,0.24,0.06,0.25,0.3088474636688693
11.0,0.05,0.31,0.36,0.18,0.3432487743557264
6.0,0.06,0.27,0.45,0.23,0.3406013660093474
4.0,0.1,0.5,0.4,0.23,0.33943665190876776
2.0,0.1,0.13,0.47000000000000003,0.15,0.28276849394554177
12.0,0.06,0.5,0.27,0.1,0.34340146161962964
8.0,0.1,0.28,0.49,0.29,0.28507092665910205
5.0,0.06,0.24,0.45,0.13,0.3000503741179358
4.0,0.1,0.14,0.39,0.3,0.26542445320655794
14.0,0.01,0.25,0.35000000000000003,0.25,0.317224762634131
3.0,0.1,0.38,0.03,0.16,0.32501336391748376
13.0,0.05,0.32,0.43,0.08,0.32561534969203554
12.0,0.08,0.17,0.34,0.04,0.3017728383582732
6.0,0.03,0.16,0.31,0.22,0.31890496105677507
2.0,0.06,0.17,0.45,0.02,0.22994770069648637
7.0,0.07,0.13,0.2,0.1,0.2945967976733856
8.0,0.07,0.31,0.27,0.09,0.3094202642276739
11.0,0.09,0.13,0.11,0.04,0.2532047336627807
3.0,0.08,0.39,0.3,0.21,0.2980745582215621
10.0,0.06,0.17,0.04,0.05,0.3133440499325504
11.0,0.07,0.27,0.36,0.19,0.30278026987030887
7.0,0.03,0.25,0.5,0.09,0.35145419346501294
15.0,0.03,0.24,0.47000000000000003,0.21,0.28042250502516747
12.0,0.09,0.11,0.3,0.01,0.2029287672492489
6.0,0.02,0.14,0.2,0.2,0.30709733669684475
8.0,0.09,0.29,0.45,0.24,0.2777937432353746
10.0,0.07,0.37,0.25,0.2,0.31107256952733525
3.0,0.04,0.24,0.11,0.16,0.25627192499894835
3.0,0.07,0.21,0.35000000000000003,0.02,0.2834220607136319
11.0,0.06,0.4,0.26,0.06,0.3171495357992349
7.0,0.04,0.21,0.25,0.3,0.34498217268464604
15.0,0.08,0.26,0.11,0.19,0.29528913356102165
8.0,0.06,0.37,0.49,0.14,0.328262790413092
11.0,0.04,0.24,0.41000000000000003,0.06,0.31023287469041655
4.0,0.1,0.44,0.25,0.23,0.2885461499141698
11.0,0.03,0.37,0.39,0.28,0.3259647524721789
8.0,0.02,0.23,0.22,0.03,0.306378557299512
12.0,0.02,0.36,0.25,0.19,0.3543425707562217
14.0,0.06,0.46,0.32,0.06,0.3421722587950253
14.0,0.03,0.27,0.36,0.2,0.33888199050678897
13.0,0.07,0.37,0.45,0.06,0.30767353345686227
9.0,0.1,0.38,0.28,0.18,0.3142370373820343
4.0,0.02,0.48,0.4,0.02,0.3650056255139082
10.0,0.1,0.47000000000000003,0.3,0.04,0.33109160167542967
12.0,0.09,0.23,0.1,0.06,0.29068371784023794
7.0,0.03,0.28,0.05,0.12,0.3215650777482488
5.0,0.01,0.43,0.33,0.01,0.29937750564776433
3.0,0.06,0.38,0.39,0.05,0.3263749955912509
3.0,0.04,0.23,0.22,0.06,0.25402320874300627
3.0,0.06,0.32,0.01,0.07,0.3809354604924029
7.0,0.1,0.44,0.08,0.11,0.323336428185134
4.0,0.01,0.38,0.03,0.28,0.31338731479812043
8.0,0.06,0.14,0.12,0.26,0.29967833292344126
7.0,0.03,0.47000000000000003,0.2,0.15,0.35980092312541656
12.0,0.02,0.15,0.28,0.06,0.3175639085805709
6.0,0.05,0.12,0.44,0.04,0.29580793487578255
6.0,0.09,0.2,0.13,0.22,0.3137090014414585
14.0,0.1,0.29,0.32,0.07,0.305722985542218
5.0,0.09,0.28,0.25,0.25,0.32090857203449497
7.0,0.05,0.43,0.48,0.03,0.3300621872406575
14.0,0.09,0.23,0.15,0.04,0.2892318227839881
15.0,0.07,0.36,0.31,0.16,0.3248936126470798
4.0,0.03,0.14,0.41000000000000003,0.02,0.2546431341598733
3.0,0.06,0.47000000000000003,0.3,0.2,0.31023128376432796
9.0,0.08,0.45,0.02,0.02,0.34509998839151135
10.0,0.08,0.22,0.43,0.06,0.3047119170593843
11.0,0.07,0.41000000000000003,0.08,0.08,0.31936242788528757
12.0,0.1,0.28,0.27,0.22,0.28352349169675034
4.0,0.1,0.13,0.11,0.28,0.2830767810080145
14.0,0.01,0.47000000000000003,0.03,0.08,0.32900032388623107
10.0,0.07,0.45,0.4,0.13,0.3293131695196436
6.0,0.04,0.22,0.47000000000000003,0.12,0.2862729378804587
15.0,0.04,0.14,0.3,0.26,0.3195914494266986
10.0,0.02,0.12,0.3,0.21,0.3126437415620784
15.0,0.06,0.45,0.32,0.29,0.3174656397752959
6.0,0.1,0.24,0.12,0.09,0.30241983831445185
13.0,0.1,0.17,0.39,0.17,0.28430759506465947
13.0,0.03,0.25,0.11,0.05,0.3392522051494557
9.0,0.04,0.13,0.5,0.03,0.2822332985636893
9.0,0.09,0.48,0.12,0.03,0.34305330344688756
9.0,0.08,0.24,0.16,0.19,0.30563604681620093
4.0,0.01,0.39,0.05,0.26,0.31351564901465157
12.0,0.02,0.18,0.46,0.09,0.32215670852909345
2.0,0.1,0.37,0.23,0.03,0.27049805529875365
14.0,0.06,0.33,0.41000000000000003,0.26,0.3457561895421761
4.0,0.07,0.32,0.17,0.25,0.2907323565437346
2.0,0.07,0.35000000000000003,0.02,0.14,0.30210611068746346
2.0,0.1,0.31,0.12,0.29,0.2855405112111243
4.0,0.09,0.38,0.43,0.09,0.2841508646449274
3.0,0.02,0.22,0.46,0.1,0.26426212543177485
3.0,0.01,0.15,0.45,0.16,0.25848596153160175
4.0,0.02,0.13,0.09,0.19,0.2856650074944839
7.0,0.03,0.2,0.04,0.08,0.31412058205339155
13.0,0.03,0.27,0.12,0.24,0.3390445152464036
5.0,0.02,0.11,0.18,0.11,0.2619330143047315
6.0,0.08,0.46,0.33,0.28,0.3318584345590876
3.0,0.06,0.28,0.03,0.26,0.35578970286220396
9.0,0.08,0.31,0.22,0.3,0.33325558128218524
9.0,0.07,0.49,0.11,0.29,0.34836302699396576
2.0,0.04,0.48,0.34,0.01,0.32837943355268984
5.0,0.08,0.41000000000000003,0.2,0.16,0.3015483665125725
2.0,0.06,0.18,0.07,0.18,0.3530177815806347
6.0,0.02,0.17,0.46,0.24,0.28341167399926287
5.0,0.02,0.31,0.45,0.07,0.3081881190027989
13.0,0.06,0.3,0.07,0.3,0.34708123498193355
7.0,0.05,0.24,0.48,0.16,0.28110246825893254
5.0,0.08,0.49,0.12,0.15,0.35557792617175366
6.0,0.09,0.11,0.24,0.11,0.20856618776970368
4.0,0.08,0.48,0.46,0.14,0.36140357965416914
7.0,0.07,0.29,0.13,0.02,0.34089282964037215
15.0,0.07,0.36,0.02,0.24,0.33029220780731794
5.0,0.09,0.3,0.5,0.3,0.27843613385303956
14.0,0.07,0.25,0.03,0.19,0.31574947113651153
11.0,0.04,0.17,0.1,0.02,0.3340103969581409
10.0,0.08,0.14,0.13,0.2,0.2907611453065805
6.0,0.03,0.3,0.13,0.12,0.3719367742985993
9.0,0.01,0.31,0.44,0.12,0.3403229864658494
8.0,0.05,0.23,0.05,0.24,0.31895490107910346
8.0,0.03,0.43,0.07,0.1,0.34212068012357616
7.0,0.06,0.11,0.48,0.21,0.25199278062300046
14.0,0.02,0.12,0.38,0.29,0.311287914781733
12.0,0.05,0.45,0.13,0.18,0.3508467822527504
9.0,0.06,0.42,0.38,0.2,0.3374069687592051
6.0,0.1,0.32,0.39,0.09,0.2868920841912806
7.0,0.03,0.44,0.21,0.19,0.323529668792645
15.0,0.08,0.15,0.18,0.3,0.27324798286243124
3.0,0.05,0.2,0.05,0.1,0.30464978604206533
4.0,0.09,0.31,0.15,0.19,0.35469913962108834
10.0,0.08,0.46,0.19,0.09,0.3438288738136913
2.0,0.08,0.35000000000000003,0.2,0.29,0.3269590458644357
14.0,0.01,0.42,0.4,0.07,0.31964873345333716
14.0,0.03,0.29,0.38,0.06,0.3067164083790769
11.0,0.08,0.26,0.44,0.02,0.3057493495290004
8.0,0.06,0.38,0.14,0.17,0.3351628729397099
14.0,0.07,0.42,0.47000000000000003,0.11,0.3011250227838767
3.0,0.06,0.24,0.38,0.18,0.27860684491118787
11.0,0.1,0.13,0.02,0.2,0.27024821066932453
9.0,0.1,0.43,0.27,0.24,0.3037968814707759
2.0,0.01,0.31,0.26,0.02,0.3036783500617873
2.0,0.01,0.37,0.22,0.25,0.3188570743961471
12.0,0.03,0.32,0.43,0.1,0.33281531889020094
5.0,0.09,0.35000000000000003,0.48,0.2,0.2982767512824588
13.0,0.01,0.49,0.03,0.15,0.3326132702810059
6.0,0.1,0.21,0.25,0.1,0.27048368108997645
7.0,0.07,0.33,0.26,0.22,0.32170973463358626
12.0,0.09,0.33,0.41000000000000003,0.18,0.31825315964344897
2.0,0.07,0.46,0.12,0.01,0.3271845586662369
13.0,0.05,0.21,0.05,0.13,0.30432096011638526
5.0,0.06,0.27,0.11,0.1,0.3534681236214522
9.0,0.07,0.19,0.29,0.1,0.30271196047673515
7.0,0.08,0.18,0.32,0.13,0.31644537888587154
13.0,0.03,0.43,0.07,0.03,0.33743254767259817
2.0,0.09,0.36,0.25,0.13,0.29481807810993715
4.0,0.03,0.18,0.41000000000000003,0.21,0.29880237742458354
9.0,0.02,0.34,0.37,0.16,0.3104491316948264
12.0,0.07,0.34,0.5,0.08,0.2980551760841255
3.0,0.1,0.5,0.2,0.1,0.31573853437588467
11.0,0.04,0.32,0.02,0.22,0.33515299405251536
7.0,0.08,0.42,0.11,0.29,0.30606906496080327
15.0,0.01,0.42,0.24,0.22,0.3234678868985823
13.0,0.04,0.2,0.5,0.01,0.2934747328040782
14.0,0.07,0.25,0.4,0.3,0.29505161599253926
13.0,0.08,0.26,0.36,0.01,0.31203536911788166
9.0,0.01,0.23,0.37,0.24,0.34935778321205835
13.0,0.09,0.23,0.26,0.17,0.2889235612639843
11.0,0.01,0.37,0.13,0.14,0.3177390107172101
13.0,0.03,0.12,0.47000000000000003,0.1,0.306965127878021
8.0,0.03,0.45,0.03,0.07,0.33475896039799746
10.0,0.06,0.14,0.15,0.28,0.2948954768518294
10.0,0.01,0.48,0.17,0.06,0.3422974964662139
9.0,0.04,0.38,0.26,0.12,0.2940903128312457
15.0,0.02,0.36,0.47000000000000003,0.23,0.3423443905215804
10.0,0.03,0.12,0.04,0.14,0.3316666353169546
9.0,0.08,0.38,0.2,0.12,0.2934338871932179
11.0,0.09,0.34,0.25,0.22,0.3190969277602864
6.0,0.08,0.43,0.03,0.03,0.33561604725593347
14.0,0.03,0.15,0.35000000000000003,0.17,0.31174652309654827
12.0,0.03,0.15,0.05,0.19,0.3181135133959259
9.0,0.04,0.17,0.47000000000000003,0.02,0.332062145497605
13.0,0.08,0.2,0.28,0.23,0.28691480667131336
12.0,0.1,0.44,0.5,0.06,0.3158580439934419
4.0,0.05,0.48,0.41000000000000003,0.08,0.3380684875282919
11.0,0.1,0.23,0.21,0.26,0.2935054596277031
7.0,0.02,0.34,0.44,0.04,0.3191873038059511
3.0,0.04,0.44,0.46,0.2,0.29122974577477906
9.0,0.1,0.44,0.41000000000000003,0.27,0.30127847757646653
10.0,0.02,0.13,0.43,0.06,0.3075660623361537
15.0,0.06,0.5,0.22,0.01,0.34755456916575955
11.0,0.08,0.29,0.1,0.1,0.321438484372881
11.0,0.02,0.44,0.23,0.17,0.309076709099096
10.0,0.02,0.47000000000000003,0.22,0.16,0.3383405967339289
14.0,0.05,0.48,0.08,0.11,0.3386240892511822
6.0,0.1,0.19,0.21,0.21,0.275047978925779
8.0,0.09,0.12,0.05,0.3,0.25271619766884507
12.0,0.06,0.2,0.5,0.1,0.30942244462125557
14.0,0.06,0.27,0.08,0.28,0.3328634692441142
14.0,0.05,0.36,0.44,0.18,0.32538552061875736
9.0,0.07,0.12,0.19,0.11,0.2907763270649226
9.0,0.09,0.14,0.07,0.16,0.25225530161165977
15.0,0.05,0.29,0.22,0.22,0.3297887480610498
2.0,0.1,0.35000000000000003,0.11,0.19,0.2701340848079148
10.0,0.07,0.31,0.4,0.2,0.3100644201845879
3.0,0.01,0.27,0.34,0.2,0.30126625934029355
5.0,0.02,0.45,0.2,0.16,0.3237661918072598
12.0,0.08,0.39,0.31,0.01,0.30288776804425466
13.0,0.07,0.36,0.16,0.08,0.31926112311698185
5.0,0.1,0.35000000000000003,0.18,0.07,0.32483257784869607
6.0,0.01,0.2,0.31,0.3,0.3301275306926801
9.0,0.05,0.37,0.16,0.18,0.35094718094056615
14.0,0.06,0.32,0.46,0.22,0.34843022482546865
4.0,0.07,0.24,0.45,0.16,0.27936375947074576
7.0,0.1,0.12,0.4,0.02,0.26943596007696224
2.0,0.05,0.33,0.25,0.11,0.28664942612003563
8.0,0.08,0.22,0.14,0.25,0.28203277504792756
12.0,0.1,0.14,0.42,0.25,0.25720166783067716
5.0,0.06,0.24,0.49,0.15,0.3000503741179358
3.0,0.09,0.3,0.06,0.29,0.25422404258149506
3.0,0.04,0.48,0.33,0.06,0.3291267686197166
14.0,0.1,0.33,0.05,0.05,0.2951125455671743
4.0,0.02,0.19,0.32,0.19,0.2838714795601406
7.0,0.09,0.22,0.2,0.14,0.29394829104186593
2.0,0.02,0.17,0.35000000000000003,0.17,0.2908550630812343
5.0,0.07,0.18,0.15,0.12,0.3385660157373357
11.0,0.02,0.16,0.15,0.17,0.32386924582516
9.0,0.03,0.35000000000000003,0.43,0.09,0.32474491837401087
13.0,0.06,0.38,0.36,0.25,0.32036551657042006
14.0,0.02,0.25,0.16,0.3,0.3204925932174432
13.0,0.05,0.24,0.13,0.25,0.30975516644755097
11.0,0.03,0.4,0.03,0.12,0.3406144075467996
2.0,0.06,0.31,0.02,0.02,0.28460528582925726
10.0,0.1,0.23,0.34,0.22,0.2943479265239445
13.0,0.04,0.44,0.09,0.03,0.33458772979663653
5.0,0.02,0.44,0.03,0.08,0.30864336227944494
7.0,0.02,0.48,0.49,0.02,0.33795497325241974
15.0,0.03,0.21,0.5,0.21,0.3009611927464247
9.0,0.05,0.23,0.34,0.17,0.301322962573971
2.0,0.01,0.22,0.12,0.02,0.27460439111589874
4.0,0.09,0.28,0.47000000000000003,0.11,0.27807516999546805
5.0,0.04,0.42,0.21,0.08,0.34739851229849256
6.0,0.02,0.24,0.28,0.09,0.31114239554012474
11.0,0.01,0.18,0.03,0.17,0.3342120952147307
14.0,0.04,0.33,0.27,0.18,0.33961831540665
10.0,0.09,0.36,0.42,0.28,0.3140950807359249
10.0,0.01,0.38,0.13,0.09,0.33376817983964685
9.0,0.06,0.31,0.04,0.12,0.35625256022571633
14.0,0.05,0.46,0.09,0.14,0.33699103137082487
9.0,0.03,0.41000000000000003,0.42,0.15,0.333491670337413
15.0,0.07,0.33,0.17,0.04,0.3288719950714886
2.0,0.01,0.46,0.09,0.17,0.31427607907481103
14.0,0.03,0.49,0.08,0.11,0.36270346593202174
2.0,0.01,0.15,0.07,0.3,0.23682908239968448
12.0,0.01,0.46,0.04,0.2,0.33378133495921297
3.0,0.1,0.37,0.45,0.04,0.3398628538759861
7.0,0.07,0.24,0.34,0.06,0.3057504676725662
8.0,0.08,0.15,0.2,0.28,0.287037971400664
3.0,0.1,0.19,0.06,0.04,0.29239898977994244
7.0,0.04,0.19,0.49,0.07,0.29555815854513623
15.0,0.08,0.14,0.29,0.18,0.28352329244701113
4.0,0.02,0.39,0.13,0.01,0.28765539351394365
5.0,0.03,0.45,0.17,0.04,0.3508771128670823
8.0,0.07,0.41000000000000003,0.38,0.15,0.3176364554094282
15.0,0.09,0.37,0.41000000000000003,0.1,0.3273688423816719
13.0,0.06,0.49,0.04,0.19,0.33382572675056194
5.0,0.04,0.42,0.45,0.04,0.32005474565252867
10.0,0.03,0.47000000000000003,0.16,0.29,0.38365495476486194
3.0,0.08,0.43,0.23,0.27,0.31503983911528627
7.0,0.1,0.44,0.09,0.18,0.32276363605571284
12.0,0.09,0.18,0.1,0.07,0.28006320558002146
14.0,0.01,0.2,0.28,0.06,0.31040459388587754
7.0,0.09,0.2,0.13,0.25,0.3088649563240754
11.0,0.02,0.19,0.08,0.14,0.3082720110612059
15.0,0.02,0.2,0.49,0.23,0.3002089114137853
13.0,0.04,0.32,0.05,0.26,0.3315795676024825
12.0,0.05,0.45,0.04,0.13,0.3516589046199224
10.0,0.05,0.28,0.08,0.01,0.306807538669024
7.0,0.09,0.47000000000000003,0.36,0.18,0.3416166703394762
2.0,0.08,0.31,0.34,0.28,0.3069988569052332
13.0,0.07,0.5,0.16,0.26,0.33782555454454094
2.0,0.04,0.17,0.22,0.28,0.2699486992813881
14.0,0.05,0.24,0.39,0.2,0.31377626648546725
8.0,0.05,0.31,0.1,0.25,0.35718440807025575
12.0,0.09,0.28,0.35000000000000003,0.12,0.3100443171050266
13.0,0.08,0.23,0.49,0.08,0.3008236849743601
6.0,0.02,0.5,0.27,0.03,0.34387364591871855
13.0,0.1,0.2,0.38,0.22,0.29199816708101245
12.0,0.03,0.12,0.07,0.07,0.3209794998157088
4.0,0.09,0.15,0.11,0.08,0.2794893239554605
2.0,0.03,0.39,0.02,0.29,0.2930642104762201
13.0,0.05,0.12,0.15,0.28,0.2707408817179317
12.0,0.05,0.29,0.06,0.3,0.32460270874082825
14.0,0.06,0.26,0.17,0.23,0.329434353213597
4.0,0.01,0.11,0.14,0.03,0.2506677280024337
4.0,0.07,0.48,0.41000000000000003,0.29,0.32836806889300857
5.0,0.07,0.4,0.09,0.13,0.32475662564142044
9.0,0.01,0.44,0.44,0.27,0.33573700410258817
4.0,0.03,0.34,0.14,0.16,0.33256921911943776
12.0,0.08,0.43,0.32,0.09,0.30976999200516026
10.0,0.06,0.41000000000000003,0.42,0.15,0.31479593599788186
7.0,0.08,0.2,0.5,0.05,0.2756866475327461
8.0,0.1,0.37,0.42,0.21,0.325207700596398
11.0,0.08,0.39,0.22,0.09,0.30558998509437774
15.0,0.1,0.3,0.15,0.11,0.28960690035395803
15.0,0.1,0.46,0.42,0.11,0.32485934234574826
9.0,0.02,0.47000000000000003,0.14,0.03,0.35942899224328856
14.0,0.08,0.4,0.32,0.28,0.29887020998606
15.0,0.02,0.16,0.3,0.25,0.3285431038366164
15.0,0.07,0.5,0.19,0.05,0.35348935076367755
2.0,0.06,0.48,0.48,0.19,0.3057082474039811
8.0,0.06,0.41000000000000003,0.32,0.22,0.3333303671672559
9.0,0.05,0.3,0.18,0.15,0.3023924392317299
14.0,0.05,0.22,0.38,0.23,0.31345150021014945
11.0,0.09,0.25,0.17,0.03,0.31099865107396923
14.0,0.07,0.16,0.09,0.1,0.3010581655755082
