no_topics,min_df,max_df,alpha,eta,c_v
4.0,0.03,0.14,0.06,0.22,0.2570271915518801
8.0,0.09,0.27,0.2,0.2,0.3073532484498137
3.0,0.02,0.25,0.33,0.12,0.2798291521718408
7.0,0.03,0.14,0.24,0.21,0.3084702874261819
14.0,0.1,0.49,0.02,0.11,0.32848341320973967
6.0,0.09,0.11,0.49,0.22,0.20060344854079992
5.0,0.05,0.29,0.44,0.09,0.33295793254100226
9.0,0.1,0.28,0.08,0.01,0.28698826208318867
13.0,0.02,0.36,0.37,0.23,0.3511941186551375
14.0,0.01,0.36,0.26,0.16,0.31214468869691014
8.0,0.06,0.48,0.5,0.22,0.3133566750481398
10.0,0.03,0.16,0.17,0.13,0.3161829919870127
2.0,0.09,0.49,0.16,0.07,0.32119146336524856
15.0,0.04,0.27,0.21,0.04,0.33288224490876217
7.0,0.06,0.31,0.05,0.17,0.3573604024363191
14.0,0.06,0.23,0.48,0.24,0.3057398134535164
13.0,0.03,0.48,0.04,0.07,0.37031428226766
12.0,0.07,0.38,0.02,0.1,0.32686430749643497
14.0,0.01,0.41000000000000003,0.12,0.06,0.33656330604935303
11.0,0.08,0.15,0.23,0.01,0.2762201874915128
5.0,0.09,0.13,0.24,0.21,0.26068378123034314
9.0,0.03,0.4,0.06,0.04,0.34380972743594707
5.0,0.06,0.47000000000000003,0.32,0.12,0.31656231892509357
13.0,0.05,0.36,0.27,0.12,0.3464571370992402
13.0,0.01,0.13,0.14,0.16,0.32041197539277433
14.0,0.05,0.26,0.42,0.29,0.3257914512228509
11.0,0.01,0.41000000000000003,0.44,0.15,0.3260192871510215
15.0,0.03,0.29,0.21,0.06,0.30505442589070525
3.0,0.06,0.19,0.09,0.3,0.28331258768458695
13.0,0.09,0.2,0.11,0.19,0.29648967912336194
11.0,0.03,0.47000000000000003,0.26,0.18,0.3663405901397732
5.0,0.05,0.47000000000000003,0.15,0.07,0.36259629785511027
8.0,0.03,0.4,0.26,0.15,0.3518028790736353
2.0,0.07,0.29,0.13,0.07,0.2722046540717057
13.0,0.01,0.2,0.12,0.01,0.3305040703848682
13.0,0.03,0.47000000000000003,0.36,0.11,0.3712321497737822
12.0,0.02,0.4,0.48,0.08,0.29475736582909023
6.0,0.02,0.37,0.19,0.04,0.31657242230208454
4.0,0.06,0.47000000000000003,0.33,0.02,0.3132155124192452
5.0,0.09,0.43,0.3,0.29,0.3424910779360825
7.0,0.01,0.21,0.23,0.16,0.3306547134901569
8.0,0.01,0.27,0.47000000000000003,0.16,0.3050106551967736
4.0,0.04,0.38,0.42,0.09,0.30911956959266573
4.0,0.06,0.48,0.03,0.07,0.32024623407668384
4.0,0.09,0.21,0.4,0.06,0.31454435101607064
9.0,0.07,0.41000000000000003,0.08,0.25,0.32963020819815103
11.0,0.02,0.39,0.37,0.09,0.3047370353242905
3.0,0.09,0.21,0.49,0.25,0.28175195384601304
3.0,0.08,0.23,0.15,0.25,0.27166124480207615
13.0,0.07,0.18,0.38,0.27,0.29512581977382707
6.0,0.04,0.12,0.28,0.18,0.3028656644842167
4.0,0.05,0.18,0.28,0.1,0.3137583291577783
6.0,0.04,0.44,0.3,0.17,0.3296945982859562
14.0,0.03,0.43,0.16,0.17,0.3375079627554843
3.0,0.04,0.26,0.06,0.27,0.2710527028216225
9.0,0.05,0.31,0.15,0.25,0.3465732461030595
7.0,0.1,0.35000000000000003,0.33,0.11,0.3231505846181356
12.0,0.01,0.35000000000000003,0.01,0.07,0.3255979460372442
6.0,0.03,0.27,0.48,0.27,0.32271519527756604
9.0,0.08,0.28,0.02,0.28,0.3223777989686211
2.0,0.08,0.22,0.46,0.28,0.2662107467458114
9.0,0.08,0.11,0.08,0.24,0.24118516695290293
8.0,0.06,0.29,0.43,0.04,0.3346629473474294
15.0,0.02,0.35000000000000003,0.4,0.18,0.34555266362684983
5.0,0.07,0.23,0.37,0.02,0.27515776928478564
15.0,0.04,0.4,0.41000000000000003,0.3,0.3324813756245663
6.0,0.05,0.38,0.23,0.24,0.33244052885320313
6.0,0.02,0.44,0.18,0.12,0.29467902312806865
8.0,0.06,0.32,0.26,0.07,0.3508458786064461
13.0,0.05,0.2,0.47000000000000003,0.24,0.30749956759659863
11.0,0.01,0.45,0.46,0.03,0.3405700566079782
11.0,0.08,0.23,0.4,0.03,0.3138584517560162
6.0,0.02,0.46,0.26,0.24,0.34387364591871855
6.0,0.07,0.22,0.18,0.21,0.30388639183661864
2.0,0.07,0.35000000000000003,0.44,0.23,0.30753907379576917
5.0,0.04,0.38,0.12,0.29,0.3284484804139757
13.0,0.06,0.18,0.21,0.25,0.3094516121989985
2.0,0.02,0.21,0.49,0.2,0.25724269631090824
3.0,0.07,0.2,0.16,0.13,0.31906445882528994
15.0,0.04,0.15,0.31,0.12,0.2980386799138687
14.0,0.09,0.4,0.32,0.2,0.30578515766919556
3.0,0.01,0.34,0.35000000000000003,0.21,0.31157096778429927
12.0,0.06,0.42,0.49,0.04,0.3186198731281308
14.0,0.05,0.22,0.01,0.12,0.3173320394386033
7.0,0.1,0.14,0.39,0.05,0.2611000657606037
7.0,0.1,0.13,0.43,0.03,0.2621196135625061
9.0,0.08,0.21,0.25,0.06,0.3063987113803792
7.0,0.07,0.34,0.3,0.14,0.3026296326893318
8.0,0.04,0.15,0.35000000000000003,0.26,0.3082080980136125
3.0,0.1,0.11,0.01,0.21,0.33858464375333597
8.0,0.07,0.11,0.13,0.25,0.2376555074530555
6.0,0.07,0.14,0.04,0.08,0.3174640308843434
8.0,0.06,0.19,0.03,0.19,0.30861703611254176
9.0,0.09,0.31,0.15,0.27,0.32527261194170554
2.0,0.02,0.13,0.31,0.3,0.23855927684078043
6.0,0.05,0.24,0.21,0.29,0.29383691614285795
6.0,0.03,0.39,0.46,0.03,0.3301783936245031
4.0,0.09,0.42,0.14,0.21,0.3402297711863028
14.0,0.01,0.48,0.27,0.14,0.33467534021140727
11.0,0.07,0.35000000000000003,0.08,0.15,0.3120354356990554
5.0,0.05,0.37,0.3,0.02,0.3323834368159395
4.0,0.02,0.23,0.31,0.19,0.2839854426027089
5.0,0.01,0.38,0.12,0.06,0.3208818291689995
4.0,0.03,0.14,0.19,0.15,0.2583456317222899
15.0,0.05,0.28,0.17,0.11,0.31631043240059836
10.0,0.01,0.3,0.4,0.05,0.3023996637358678
10.0,0.02,0.15,0.35000000000000003,0.14,0.30382838937758005
6.0,0.03,0.38,0.13,0.18,0.35474318074937305
9.0,0.07,0.27,0.33,0.27,0.2938704887258317
13.0,0.07,0.4,0.21,0.23,0.330346022908303
3.0,0.06,0.23,0.11,0.26,0.2898479463176222
6.0,0.05,0.44,0.26,0.1,0.32961817010548056
2.0,0.1,0.13,0.06,0.14,0.2826760590820636
15.0,0.05,0.33,0.13,0.08,0.34632219505412093
5.0,0.07,0.12,0.4,0.18,0.2754639805812034
10.0,0.05,0.46,0.1,0.2,0.35434893747604207
2.0,0.07,0.21,0.23,0.03,0.265213514787621
9.0,0.02,0.32,0.22,0.05,0.3134703588057336
8.0,0.02,0.29,0.46,0.22,0.2933267206264959
7.0,0.08,0.12,0.13,0.24,0.2713189109862286
11.0,0.08,0.46,0.43,0.14,0.33691849520555517
10.0,0.08,0.11,0.18,0.11,0.24348461360326543
6.0,0.08,0.44,0.4,0.22,0.32568707241093037
10.0,0.08,0.32,0.19,0.06,0.3280712399664668
4.0,0.03,0.25,0.39,0.01,0.26883985297034263
14.0,0.05,0.12,0.24,0.1,0.27517407638639224
9.0,0.02,0.34,0.47000000000000003,0.18,0.31821106746171357
2.0,0.04,0.12,0.1,0.02,0.26785392485509596
7.0,0.1,0.12,0.44,0.21,0.26943596007696224
8.0,0.06,0.17,0.24,0.04,0.2998529162475662
13.0,0.05,0.13,0.35000000000000003,0.28,0.2820486043206511
12.0,0.01,0.47000000000000003,0.2,0.03,0.33032144356684784
14.0,0.04,0.36,0.18,0.19,0.3254412182186122
14.0,0.02,0.13,0.04,0.07,0.32257133348043876
6.0,0.09,0.44,0.47000000000000003,0.04,0.31520178425300993
4.0,0.07,0.22,0.02,0.23,0.29521227173124526
14.0,0.03,0.32,0.32,0.17,0.35329780942708877
10.0,0.04,0.44,0.22,0.05,0.3194588707907594
5.0,0.03,0.35000000000000003,0.11,0.17,0.34465753714491637
3.0,0.07,0.22,0.24,0.16,0.2645586542341871
4.0,0.02,0.49,0.49,0.23,0.35941600573676497
10.0,0.08,0.24,0.22,0.12,0.3079436061505799
9.0,0.06,0.14,0.3,0.25,0.28157934545471935
3.0,0.07,0.41000000000000003,0.1,0.08,0.3058630827950574
7.0,0.09,0.35000000000000003,0.03,0.26,0.3094167836298283
10.0,0.07,0.27,0.22,0.05,0.3138906806610497
7.0,0.02,0.5,0.12,0.23,0.35928902864008727
4.0,0.08,0.35000000000000003,0.07,0.09,0.33197937838864694
5.0,0.08,0.37,0.43,0.07,0.3172632994617378
10.0,0.08,0.37,0.06,0.16,0.32754747146694646
9.0,0.05,0.23,0.42,0.17,0.2958228509068417
12.0,0.05,0.34,0.14,0.29,0.3429761393371999
7.0,0.08,0.19,0.43,0.18,0.25816176330133384
6.0,0.09,0.31,0.01,0.08,0.34433865497578386
7.0,0.1,0.46,0.29,0.18,0.3437015078568426
11.0,0.08,0.38,0.22,0.28,0.30558998509437774
8.0,0.06,0.46,0.38,0.13,0.317897201552495
14.0,0.04,0.34,0.07,0.23,0.32731408899227554
12.0,0.03,0.29,0.48,0.15,0.2866344900094614
12.0,0.02,0.44,0.5,0.09,0.31709583384243656
6.0,0.06,0.44,0.06,0.13,0.3400685434692858
9.0,0.03,0.15,0.1,0.16,0.30933005686209053
7.0,0.07,0.24,0.47000000000000003,0.05,0.2989705561641295
14.0,0.06,0.24,0.06,0.17,0.3295251189445025
4.0,0.05,0.4,0.15,0.16,0.3136470946101315
2.0,0.03,0.45,0.16,0.11,0.3049991323789075
6.0,0.06,0.48,0.17,0.12,0.3123266997293295
5.0,0.02,0.21,0.32,0.25,0.2875004565581526
8.0,0.09,0.37,0.43,0.13,0.288188622673419
10.0,0.06,0.5,0.1,0.13,0.3388944167056282
13.0,0.02,0.29,0.36,0.24,0.33045459697774326
8.0,0.09,0.12,0.06,0.22,0.25398166488817886
10.0,0.05,0.11,0.15,0.03,0.26400813115723865
12.0,0.03,0.13,0.29,0.09,0.2913699259599772
12.0,0.1,0.47000000000000003,0.23,0.24,0.3276447941055877
13.0,0.03,0.45,0.23,0.04,0.34679283415939643
8.0,0.09,0.25,0.22,0.09,0.3070564194831702
8.0,0.02,0.42,0.19,0.26,0.3090058775237947
15.0,0.08,0.22,0.01,0.14,0.3054442210552347
11.0,0.07,0.39,0.13,0.28,0.31864380006809984
15.0,0.09,0.47000000000000003,0.35000000000000003,0.12,0.3328929210288761
5.0,0.06,0.47000000000000003,0.3,0.22,0.31656231892509357
2.0,0.08,0.35000000000000003,0.06,0.03,0.3269590458644357
10.0,0.01,0.31,0.06,0.07,0.361177066236427
14.0,0.05,0.47000000000000003,0.15,0.06,0.33530010589131753
11.0,0.04,0.27,0.06,0.3,0.33885570005045645
13.0,0.03,0.21,0.41000000000000003,0.21,0.3147467739261935
5.0,0.04,0.44,0.5,0.27,0.32286550662067504
7.0,0.06,0.47000000000000003,0.26,0.2,0.32828216734508464
9.0,0.05,0.43,0.32,0.07,0.33826668042407204
11.0,0.07,0.36,0.1,0.29,0.31292537254849473
5.0,0.1,0.29,0.35000000000000003,0.03,0.30140917092587716
2.0,0.1,0.5,0.07,0.27,0.3021113644455712
3.0,0.08,0.14,0.16,0.28,0.2863324086860397
6.0,0.05,0.19,0.21,0.19,0.3205180950638344
12.0,0.06,0.23,0.27,0.04,0.317112145738439
15.0,0.1,0.21,0.13,0.17,0.27163564511209853
12.0,0.06,0.37,0.18,0.12,0.32606635583825355
3.0,0.05,0.38,0.37,0.07,0.26834890841768394
12.0,0.1,0.29,0.4,0.1,0.29718178397314116
11.0,0.01,0.13,0.41000000000000003,0.04,0.3154263951670411
4.0,0.1,0.28,0.26,0.18,0.28771153189240817
14.0,0.02,0.31,0.13,0.05,0.30777693871396045
10.0,0.06,0.16,0.03,0.29,0.31805265316471154
7.0,0.07,0.26,0.11,0.12,0.3081304916326163
12.0,0.07,0.31,0.01,0.29,0.33639141548315715
3.0,0.03,0.39,0.09,0.2,0.33171517021643177
3.0,0.06,0.22,0.5,0.29,0.27512563198911083
8.0,0.07,0.12,0.5,0.18,0.28253895528322437
10.0,0.01,0.15,0.01,0.04,0.29894528645144064
4.0,0.08,0.42,0.02,0.3,0.32974270651858717
4.0,0.07,0.26,0.49,0.11,0.3250751814978738
15.0,0.07,0.45,0.22,0.14,0.333580410822379
14.0,0.08,0.27,0.34,0.2,0.30483829088974473
10.0,0.03,0.13,0.25,0.3,0.3180376964960712
13.0,0.09,0.23,0.07,0.26,0.3037468169391197
7.0,0.1,0.41000000000000003,0.25,0.15,0.3144198396819706
4.0,0.04,0.43,0.07,0.07,0.3196805907218717
9.0,0.03,0.43,0.2,0.2,0.33320353562443084
2.0,0.08,0.29,0.06,0.04,0.3152405439710356
9.0,0.07,0.29,0.34,0.08,0.3273221874408417
10.0,0.07,0.4,0.48,0.11,0.3098727295779891
8.0,0.02,0.38,0.24,0.29,0.3236588593078753
7.0,0.1,0.16,0.32,0.2,0.27294581386362143
7.0,0.06,0.11,0.41000000000000003,0.01,0.24790161811441586
5.0,0.07,0.37,0.2,0.17,0.27922949500180694
14.0,0.08,0.29,0.09,0.26,0.3204732680913954
12.0,0.1,0.38,0.07,0.19,0.31764246861816947
5.0,0.02,0.13,0.23,0.01,0.2805926226322192
12.0,0.04,0.35000000000000003,0.12,0.19,0.3270885490478171
11.0,0.04,0.21,0.22,0.21,0.3342863323094228
15.0,0.1,0.41000000000000003,0.13,0.19,0.3158342824337717
7.0,0.04,0.24,0.44,0.03,0.2627830312610913
4.0,0.01,0.38,0.19,0.26,0.3121992380688578
12.0,0.02,0.38,0.2,0.12,0.31880331654163074
10.0,0.07,0.43,0.42,0.01,0.3146309729555067
4.0,0.07,0.15,0.26,0.08,0.27633131422269447
3.0,0.01,0.49,0.35000000000000003,0.2,0.3116702087268215
15.0,0.08,0.39,0.44,0.02,0.3139336059446017
11.0,0.08,0.29,0.47000000000000003,0.16,0.3045838329539569
13.0,0.07,0.4,0.01,0.19,0.3245939979424355
8.0,0.04,0.39,0.31,0.17,0.2941056298682869
6.0,0.01,0.26,0.41000000000000003,0.25,0.3087959362460936
8.0,0.02,0.28,0.26,0.26,0.3117291526497112
2.0,0.1,0.45,0.09,0.25,0.31400068331996833
12.0,0.02,0.17,0.43,0.25,0.30671883672638545
4.0,0.07,0.44,0.21,0.22,0.2955158356957558
9.0,0.03,0.39,0.21,0.15,0.3439180371312667
3.0,0.08,0.21,0.12,0.08,0.2647196069591537
11.0,0.08,0.18,0.24,0.17,0.3006267354987768
9.0,0.03,0.23,0.02,0.03,0.2973755855172661
11.0,0.09,0.38,0.04,0.02,0.31213627218384965
7.0,0.03,0.26,0.12,0.29,0.3677024328845813
15.0,0.01,0.46,0.36,0.3,0.3365541750403876
10.0,0.02,0.17,0.05,0.05,0.3222541382325466
2.0,0.06,0.32,0.49,0.05,0.2908093145934002
3.0,0.05,0.2,0.11,0.2,0.30464978604206533
4.0,0.02,0.29,0.1,0.15,0.3165446226001244
15.0,0.04,0.29,0.43,0.26,0.3173161773041723
15.0,0.06,0.16,0.31,0.04,0.30249557543039474
8.0,0.09,0.33,0.29,0.11,0.3327558166353493
4.0,0.1,0.22,0.4,0.23,0.2788660702512373
14.0,0.01,0.12,0.01,0.28,0.3498842910788175
10.0,0.04,0.31,0.24,0.19,0.329844917890342
14.0,0.07,0.3,0.14,0.2,0.33172612502295123
9.0,0.07,0.36,0.06,0.12,0.32407030101379247
2.0,0.07,0.46,0.16,0.21,0.32195047985643765
10.0,0.05,0.39,0.38,0.17,0.3025807228205102
6.0,0.04,0.48,0.19,0.05,0.32485118770607885
10.0,0.06,0.25,0.37,0.21,0.3212662390477135
6.0,0.09,0.27,0.28,0.05,0.3172330581345317
3.0,0.04,0.17,0.48,0.1,0.33582058592131875
8.0,0.03,0.47000000000000003,0.33,0.24,0.36271232259130837
14.0,0.01,0.5,0.14,0.12,0.3390128242626434
8.0,0.09,0.32,0.05,0.09,0.336136861141079
15.0,0.06,0.27,0.2,0.09,0.31994976357510996
6.0,0.04,0.33,0.47000000000000003,0.13,0.30191806655377973
5.0,0.02,0.41000000000000003,0.38,0.09,0.30555235982425977
5.0,0.07,0.49,0.09,0.13,0.3384224584674631
15.0,0.05,0.12,0.01,0.09,0.28274549030112817
4.0,0.01,0.15,0.28,0.01,0.292243670284098
11.0,0.05,0.25,0.29,0.07,0.31596834309505895
4.0,0.04,0.17,0.12,0.07,0.3592316970478472
8.0,0.07,0.18,0.3,0.3,0.3324281988399188
15.0,0.03,0.12,0.08,0.09,0.32955539636515857
15.0,0.05,0.39,0.36,0.11,0.29881611829921645
8.0,0.02,0.27,0.4,0.18,0.32100704828793947
14.0,0.09,0.28,0.3,0.09,0.3085544843493477
9.0,0.07,0.19,0.4,0.08,0.3087716363294826
6.0,0.1,0.34,0.13,0.04,0.3357906101307759
10.0,0.05,0.46,0.21,0.08,0.34702908157192286
4.0,0.03,0.34,0.42,0.29,0.32569376170025244
13.0,0.02,0.46,0.2,0.04,0.344125739178437
14.0,0.02,0.14,0.08,0.18,0.3219226031477639
3.0,0.07,0.15,0.1,0.26,0.2654694221464313
7.0,0.09,0.15,0.2,0.01,0.28496012102286256
4.0,0.05,0.48,0.16,0.29,0.36398793041326066
5.0,0.07,0.38,0.03,0.13,0.32683345039978445
13.0,0.08,0.15,0.17,0.01,0.2859672712658775
5.0,0.06,0.39,0.47000000000000003,0.22,0.31554351126362307
11.0,0.09,0.3,0.21,0.23,0.31430414758523767
13.0,0.04,0.43,0.33,0.04,0.3295737909147552
12.0,0.06,0.28,0.12,0.19,0.3244426654458197
3.0,0.05,0.32,0.27,0.09,0.31155255243974955
6.0,0.04,0.17,0.02,0.06,0.34961036203747226
15.0,0.09,0.18,0.27,0.26,0.2832004566253469
13.0,0.09,0.4,0.23,0.18,0.30366971828376377
7.0,0.01,0.14,0.43,0.09,0.30509240849471764
3.0,0.01,0.39,0.3,0.15,0.2896744982614485
9.0,0.02,0.11,0.21,0.18,0.2809359739260509
7.0,0.06,0.3,0.26,0.02,0.3258532470912661
15.0,0.08,0.11,0.37,0.03,0.24240581906351824
6.0,0.03,0.21,0.3,0.2,0.33050361620625635
14.0,0.1,0.31,0.3,0.29,0.2872892035349161
5.0,0.06,0.27,0.03,0.05,0.3493036065747793
7.0,0.02,0.26,0.19,0.07,0.3334417535599374
7.0,0.1,0.48,0.25,0.26,0.348706050079576
11.0,0.09,0.31,0.44,0.27,0.3188304848446015
8.0,0.03,0.15,0.13,0.27,0.32475426980962685
7.0,0.09,0.28,0.25,0.03,0.30908199354940613
9.0,0.05,0.24,0.21,0.08,0.3102134564240791
10.0,0.09,0.19,0.25,0.04,0.30273622353745555
6.0,0.09,0.2,0.14,0.1,0.31617393707739466
10.0,0.07,0.19,0.23,0.1,0.28907676109706826
9.0,0.06,0.38,0.19,0.02,0.3279007741698354
12.0,0.05,0.34,0.06,0.02,0.3463231122515135
2.0,0.03,0.43,0.35000000000000003,0.01,0.2866257680813248
13.0,0.1,0.11,0.33,0.14,0.33858464375333597
10.0,0.09,0.26,0.24,0.06,0.3027921153103324
3.0,0.03,0.15,0.18,0.13,0.23173889768869363
5.0,0.07,0.41000000000000003,0.06,0.01,0.32475662564142055
6.0,0.1,0.44,0.01,0.19,0.32876019148760455
15.0,0.07,0.11,0.28,0.14,0.24196787793024027
3.0,0.07,0.18,0.11,0.24,0.34835874480245277
9.0,0.09,0.4,0.12,0.24,0.291604498504674
12.0,0.07,0.47000000000000003,0.12,0.27,0.3475434180272951
13.0,0.03,0.4,0.36,0.1,0.3264710096596263
8.0,0.02,0.33,0.19,0.06,0.32553793942387743
7.0,0.04,0.24,0.16,0.3,0.2867385162532984
13.0,0.05,0.18,0.28,0.03,0.31500971831486196
3.0,0.05,0.33,0.3,0.16,0.31155255243974955
6.0,0.07,0.34,0.39,0.16,0.29833033867852216
9.0,0.09,0.11,0.18,0.03,0.2052330507552692
2.0,0.07,0.17,0.12,0.18,0.2793894746130586
7.0,0.04,0.16,0.33,0.07,0.34056053909574285
12.0,0.06,0.2,0.32,0.01,0.3288749188726014
13.0,0.06,0.16,0.48,0.11,0.29479992354773443
11.0,0.06,0.18,0.01,0.02,0.3104289866864175
9.0,0.09,0.37,0.41000000000000003,0.1,0.31166227183825385
8.0,0.1,0.36,0.29,0.24,0.3399606519229875
8.0,0.02,0.29,0.4,0.3,0.29878872125307565
9.0,0.08,0.16,0.02,0.05,0.32038677384816844
4.0,0.06,0.42,0.5,0.03,0.3198607386207192
6.0,0.01,0.12,0.5,0.08,0.27437736600736246
9.0,0.09,0.11,0.21,0.2,0.20859276572663973
2.0,0.02,0.32,0.14,0.07,0.2741260139574536
10.0,0.09,0.26,0.02,0.23,0.3090388944873129
8.0,0.06,0.27,0.15,0.17,0.33238206001697895
2.0,0.03,0.38,0.05,0.01,0.2930642104762201
9.0,0.02,0.42,0.03,0.16,0.30662759396814787
15.0,0.1,0.38,0.44,0.09,0.307136124000348
9.0,0.06,0.19,0.07,0.13,0.3165792130124658
4.0,0.08,0.36,0.06,0.06,0.3319793783886469
3.0,0.09,0.12,0.19,0.29,0.26757662592328363
8.0,0.02,0.16,0.11,0.24,0.33079826386440603
10.0,0.08,0.3,0.26,0.28,0.3179802204029586
15.0,0.01,0.34,0.18,0.27,0.31907487419068686
11.0,0.01,0.5,0.04,0.22,0.3337947636368125
10.0,0.1,0.23,0.33,0.04,0.2933922459734796
5.0,0.1,0.21,0.35000000000000003,0.09,0.27125377843815085
2.0,0.03,0.46,0.46,0.04,0.3126455221286083
6.0,0.05,0.31,0.35000000000000003,0.23,0.338449051475368
5.0,0.06,0.16,0.4,0.01,0.30277023378436674
4.0,0.08,0.31,0.48,0.01,0.30627659027466203
4.0,0.05,0.41000000000000003,0.23,0.25,0.3145515418869666
15.0,0.07,0.36,0.4,0.02,0.31450593329171533
4.0,0.09,0.35000000000000003,0.47000000000000003,0.21,0.2895376284167781
3.0,0.02,0.35000000000000003,0.18,0.23,0.30317176894501036
7.0,0.01,0.48,0.45,0.01,0.3454030356364853
7.0,0.07,0.22,0.32,0.25,0.30792626662657546
3.0,0.04,0.37,0.25,0.18,0.3201434283268025
10.0,0.04,0.23,0.03,0.21,0.3319904579407837
4.0,0.04,0.49,0.08,0.23,0.3172959566104828
7.0,0.05,0.32,0.01,0.18,0.3481360121539933
9.0,0.05,0.16,0.08,0.2,0.3135936144750836
2.0,0.05,0.21,0.09,0.27,0.3169812957322732
2.0,0.07,0.12,0.19,0.24,0.3055354588574539
4.0,0.09,0.31,0.22,0.16,0.35099341218756397
15.0,0.04,0.34,0.19,0.23,0.3242847346081811
13.0,0.02,0.28,0.15,0.11,0.3089382263030268
11.0,0.04,0.44,0.26,0.08,0.32891723813687224
10.0,0.07,0.22,0.06,0.08,0.3183865000899366
7.0,0.08,0.34,0.23,0.19,0.3312571191275005
12.0,0.05,0.38,0.5,0.09,0.2931215837861388
6.0,0.07,0.36,0.46,0.1,0.29787583334450546
8.0,0.05,0.15,0.05,0.23,0.301396689020406
2.0,0.05,0.22,0.38,0.22,0.27610772787467486
12.0,0.05,0.25,0.35000000000000003,0.21,0.3149761148643794
2.0,0.08,0.31,0.46,0.19,0.296566740845303
6.0,0.06,0.18,0.43,0.28,0.3082467262740144
7.0,0.02,0.21,0.36,0.1,0.26437104641850745
12.0,0.01,0.48,0.37,0.15,0.33471792755041624
14.0,0.08,0.47000000000000003,0.19,0.2,0.3397785796855109
5.0,0.02,0.44,0.44,0.23,0.30003697851662103
5.0,0.03,0.34,0.41000000000000003,0.2,0.3368434790815115
11.0,0.07,0.45,0.22,0.17,0.3245055758028475
10.0,0.06,0.37,0.4,0.2,0.3264042531384791
10.0,0.02,0.49,0.19,0.12,0.3381109123371305
3.0,0.08,0.31,0.38,0.12,0.3265628250339577
10.0,0.07,0.47000000000000003,0.5,0.28,0.33542285597470944
7.0,0.07,0.23,0.04,0.23,0.3217228269985131
15.0,0.01,0.24,0.18,0.14,0.3412947432428929
8.0,0.02,0.37,0.18,0.21,0.33832702269064274
8.0,0.1,0.28,0.04,0.07,0.287994698341585
15.0,0.05,0.14,0.17,0.09,0.3119436006296074
10.0,0.08,0.38,0.41000000000000003,0.13,0.2944920270937653
9.0,0.03,0.3,0.2,0.01,0.3523040249793911
2.0,0.04,0.14,0.39,0.02,0.2922734522477698
14.0,0.03,0.46,0.15,0.19,0.36432858909534094
13.0,0.09,0.15,0.22,0.08,0.274515983808156
4.0,0.08,0.5,0.22,0.09,0.36742045915709376
7.0,0.09,0.16,0.35000000000000003,0.05,0.2740697198622638
9.0,0.1,0.12,0.5,0.15,0.26943596007696224
4.0,0.01,0.18,0.21,0.27,0.30039874439107556
9.0,0.04,0.16,0.21,0.3,0.32493794479345334
2.0,0.02,0.25,0.14,0.06,0.2538602026679746
5.0,0.01,0.12,0.09,0.25,0.2629267122496486
11.0,0.1,0.38,0.19,0.11,0.3050157617559537
8.0,0.08,0.24,0.48,0.09,0.2740952158584153
11.0,0.04,0.36,0.41000000000000003,0.18,0.3194646186340067
6.0,0.03,0.35000000000000003,0.38,0.13,0.33085274411155313
12.0,0.04,0.19,0.29,0.02,0.31323340095351004
8.0,0.02,0.13,0.01,0.08,0.32865371452176784
12.0,0.1,0.27,0.03,0.23,0.3007029804332058
11.0,0.03,0.39,0.43,0.24,0.3321620469292186
12.0,0.01,0.24,0.5,0.3,0.3227363752824805
14.0,0.03,0.33,0.49,0.28,0.33537652198159684
5.0,0.02,0.5,0.49,0.1,0.3408506109724487
11.0,0.01,0.19,0.39,0.17,0.28830827842081663
3.0,0.09,0.43,0.43,0.09,0.32487519611865096
5.0,0.02,0.11,0.43,0.29,0.2405438588027069
8.0,0.1,0.25,0.24,0.21,0.3153150512003572
14.0,0.04,0.13,0.08,0.2,0.30336132978202873
8.0,0.07,0.16,0.31,0.17,0.2840760801488311
8.0,0.04,0.46,0.07,0.03,0.3384628932424596
11.0,0.07,0.29,0.41000000000000003,0.04,0.3256343172009457
10.0,0.04,0.11,0.07,0.11,0.27851932038841787
12.0,0.1,0.21,0.41000000000000003,0.21,0.2645538664032647
6.0,0.08,0.49,0.47000000000000003,0.02,0.3268697070601402
9.0,0.01,0.18,0.2,0.27,0.3081369791017493
13.0,0.08,0.33,0.49,0.12,0.3134602441531207
6.0,0.07,0.35000000000000003,0.47000000000000003,0.16,0.29933778401406635
9.0,0.09,0.36,0.18,0.29,0.32353925556787216
6.0,0.03,0.2,0.4,0.13,0.3011370085086363
5.0,0.09,0.18,0.03,0.29,0.2889888688021432
12.0,0.08,0.41000000000000003,0.18,0.16,0.3033792906473823
4.0,0.05,0.31,0.42,0.21,0.3271337459027108
2.0,0.04,0.16,0.23,0.09,0.2440511724616019
8.0,0.04,0.3,0.02,0.04,0.34468287329774056
12.0,0.03,0.31,0.1,0.05,0.33556518212464614
3.0,0.06,0.47000000000000003,0.27,0.23,0.31023128376432796
2.0,0.1,0.26,0.12,0.24,0.32133626101498886
12.0,0.03,0.18,0.19,0.09,0.3259172427258195
11.0,0.01,0.2,0.23,0.14,0.3242399997311218
6.0,0.02,0.32,0.23,0.07,0.33633843015497455
15.0,0.01,0.5,0.15,0.2,0.34458647825808436
2.0,0.05,0.25,0.2,0.3,0.2591368067481066
12.0,0.1,0.18,0.47000000000000003,0.07,0.2770039831883193
2.0,0.01,0.21,0.33,0.15,0.3003862227867372
